httpexampleorgagent4profilecardme sheryl275 35969 Q0 vldb_pod36-7984 1 0.26561108 my_run
httpexampleorgagent4profilecardme sheryl275 35969 Q0 vldb_pod29-871 2 0.25959378 my_run
httpexampleorgagent4profilecardme sheryl275 35969 Q0 vldb_pod17-2410 3 0.25753716 my_run
httpexampleorgagent4profilecardme sheryl275 35969 Q0 vldb_pod40-211 4 0.2570629 my_run
httpexampleorgagent4profilecardme sheryl275 35969 Q0 vldb_pod34-7628 5 0.255801 my_run
httpexampleorgagent4profilecardme sheryl275 35969 Q0 vldb_pod3-2823 6 0.25447676 my_run
httpexampleorgagent4profilecardme sheryl275 35969 Q0 vldb_pod3-9112 7 0.24157503 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-1420 1 0.52265435 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-7246 2 0.4775874 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-9350 3 0.43923026 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-5959 4 0.26806387 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-2965 5 0.26646256 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-2576 6 0.26633736 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod29-8873 7 0.26382285 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-1773 8 0.2636055 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod29-6638 9 0.26344308 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod31-2323 10 0.2621125 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-5273 11 0.2620294 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-7229 12 0.2611999 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod29-1488 13 0.25747734 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-6227 14 0.25707603 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod26-9185 15 0.25687224 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod31-5817 16 0.2554237 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-7602 17 0.2549399 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-5629 18 0.25414246 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-9472 19 0.25233334 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod26-3321 20 0.2519379 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod29-1729 21 0.25170535 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-7495 22 0.25157815 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod29-5996 23 0.25127268 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod26-8527 24 0.25109345 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-8632 25 0.2460452 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod26-6725 26 0.24172707 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-1761 27 0.24077804 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod31-3479 28 0.24061473 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod31-682 29 0.23984176 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-1843 30 0.23411489 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-1190 31 0.22459118 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-4817 32 0.22362646 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-908 33 0.2235044 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-9276 34 0.22301629 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod31-1329 35 0.22242314 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-5210 36 0.20942372 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-5213 37 0.20651636 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-6611 38 0.18292129 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-1300 39 0.18269047 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-6137 40 0.18254101 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-2091 41 0.18136702 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-6437 42 0.1802202 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod26-8043 43 0.13597426 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-7120 44 0.135785 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-4838 45 0.13493976 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-380 46 0.13448046 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod26-1462 47 0.13379735 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod29-717 48 0.1332355 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-2449 49 0.13287142 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-5550 50 0.13277635 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod29-3978 51 0.13270344 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-8609 52 0.13257873 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod31-8956 53 0.13245308 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod29-3105 54 0.131903 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod26-3275 55 0.13174966 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod31-1750 56 0.13174449 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-3130 57 0.13101158 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod26-3177 58 0.13095523 my_run
httpexampleorgagent4profilecardme vicente970 Q0 vldb_pod40-4970 1 0.28516826 my_run
httpexampleorgagent4profilecardme noelle559 Q0 vldb_pod3-3444 32 0.2216109 my_run
httpexampleorgagent4profilecardme noelle559 Q0 vldb_pod34-8072 33 0.20834686 my_run
httpexampleorgagent4profilecardme noelle559 Q0 vldb_pod3-2462 34 0.20691751 my_run
httpexampleorgagent4profilecardme noelle559 Q0 vldb_pod16-6851 35 0.20680827 my_run
httpexampleorgagent4profilecardme noelle559 Q0 vldb_pod16-1966 36 0.18361196 my_run
httpexampleorgagent4profilecardme noelle559 Q0 vldb_pod5-8946 37 0.18244824 my_run
httpexampleorgagent4profilecardme noelle559 Q0 vldb_pod34-1758 38 0.18142983 my_run
httpexampleorgagent4profilecardme noelle559 Q0 vldb_pod3-1966 39 0.13416027 my_run
httpexampleorgagent4profilecardme noelle559 Q0 vldb_pod3-9236 40 0.13374142 my_run
httpexampleorgagent4profilecardme noelle559 Q0 vldb_pod5-5256 41 0.13305646 my_run
httpexampleorgagent4profilecardme noelle559 Q0 vldb_pod5-5333 42 0.13304405 my_run
httpexampleorgagent4profilecardme noelle559 Q0 vldb_pod3-4749 43 0.13262816 my_run
httpexampleorgagent4profilecardme noelle559 Q0 vldb_pod16-6443 44 0.13153133 my_run
httpexampleorgagent4profilecardme noelle559 Q0 vldb_pod34-5863 45 0.13145109 my_run
httpexampleorgagent4profilecardme noelle559 Q0 vldb_pod9-471 46 0.13081005 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod45-7079 1 0.5698 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod40-7501 2 0.56923366 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod32-3583 3 0.56890464 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod46-9325 4 0.5661122 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod14-4885 5 0.5642403 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod15-7618 6 0.55424905 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod15-4588 7 0.53366536 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod45-2420 8 0.5329246 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod14-8518 9 0.51940256 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod46-3357 10 0.51719356 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod32-4211 11 0.50454926 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod32-1963 12 0.49450758 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod45-6664 13 0.4936415 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod40-838 14 0.49215728 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod14-7639 15 0.48327297 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod15-4608 16 0.48029256 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod15-2771 17 0.46734208 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod40-7588 18 0.46677786 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod40-5638 19 0.44871908 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod14-2057 20 0.41794956 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod32-6064 21 0.41609025 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod45-2845 22 0.41431856 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod45-3757 23 0.41403377 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod32-3236 24 0.41368502 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod14-3452 25 0.4126965 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod46-9352 26 0.4119339 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod32-6574 27 0.3691848 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod15-8071 28 0.36701643 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod14-9156 29 0.36674783 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod32-8580 30 0.36229828 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod14-5956 31 0.36020207 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod15-301 32 0.2707193 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod46-7463 33 0.2618017 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod46-5706 34 0.26152915 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod32-8375 35 0.2323284 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod15-768 36 0.18066251 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod46-6003 37 0.13607433 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod40-7482 38 0.13501325 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod45-4048 39 0.1340913 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod40-892 40 0.13337664 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod45-4650 41 0.13296482 my_run
httpexampleorgagent4profilecardme franecki195 eleni953 Q0 vldb_pod45-4649 42 0.13076457 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod39-1272 1 0.5291092 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod38-1430 2 0.5082592 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod14-551 3 0.47456348 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod32-3968 4 0.39860028 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod42-1293 5 0.3955101 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod13-8608 6 0.31337178 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod42-6052 7 0.27288657 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod13-1479 8 0.26429516 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod39-3703 9 0.24680905 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod14-8616 10 0.24631071 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod32-3124 11 0.2414305 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod14-3666 12 0.24110371 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod13-1529 13 0.24057195 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod38-691 14 0.22392648 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod38-1217 15 0.22250013 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod38-9189 16 0.22226009 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod14-139 17 0.2220309 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod42-1481 18 0.20982848 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod32-6304 19 0.20870209 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod13-342 20 0.20851126 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod32-8132 21 0.20825487 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod38-9121 22 0.20824814 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod32-767 23 0.2077284 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod38-7390 24 0.20767386 my_run
httpexampleorgagent4profilecardme commonwealth neck Q0 vldb_pod13-7065 25 0.20751211 my_run
